Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
R400-T01-P13-00656,,,,,201.000,,
R400-T01-P13-00657,,,,,17.000,,
R400-T01-P13-00658,,,,,513.000,,
R601-D04-000-00770,,,,,5.000,,
R601-R09-000-00756,,,,,1.000,,
R910-B17-000-00014,,,,,477.475,,
R910-B17-000-00016,,,,,349.337,,
R910-B17-000-00018,,,,,130.548,,
R910-B17-000-00043,,,,,12.700,,
R910-B17-000-00047,,,,,"1,267.740",,
R910-B17-000-00069,,,,,583.350,,
R910-B17-000-00073,,,,,"2,016.100",,
R910-B17-000-00086,,,,,776.250,,
R910-B17-000-00175,,,,,221.846,,
R910-B17-000-00181,,,,,153.869,,
R920-R10-000-03212,,,,,3.000,,
R920-R10-000-03215,,,,,1.000,,
R920-R10-000-03216,,,,,1.000,,
R920-R10-000-03217,,,,,1.000,,
R920-R10-000-03218,,,,,1.000,,
R920-R10-000-03219,,,,,1.000,,
R920-R10-000-03220,,,,,1.000,,
R920-R10-000-03225,,,,,1.000,,
R920-R10-000-03226,,,,,1.000,,
R920-R10-000-03227,,,,,1.000,,
R920-R10-000-03279,,,,,2.000,,
R960-F02-F09-00194,,,,,22.000,,
RP230A01-1CO-M,,,,,39.000,,
RP230A01-2CO-M,,,,,12.000,,
RP24D01-2CO-M,,,,,12.000,,
RP24D041CO-M-B5/P,,,,,40.000,,
11701043,,,,,2.000,,
1FL6 044 1AF610AA1,,,,,1.000,,
3RK72 43 2AA300XB0,,,,,1.000,,
5SL6 106 7RC,,,,,14.000,,
6AV2 101 0AA050AH5,,,,,1.000,,
6AV2 104 0DA060AH0,,,,,2.000,,
6AV2 108 0AA050AH5,,,,,1.000,,
6AV2 123 2DB030AX0,,,,,7.000,,
6AV2 123 2GA030AX0,,,,,6.000,,
6AV2 123 2GB030AX0,,,,,7.000,,
6AV2 123 2MA030AX0,,,,,1.000,,
6AV2 123 2MB030AX0,,,,,2.000,,
6AV2 124 0JC010AX0,,,,,1.000,,
6AV2 124 0MC010AX0,,,,,2.000,,
6AV2 124 0QC020AX1,,,,,3.000,,
6AV2 124 0UC020AX1,,,,,1.000,,
6AV2 181 8XP000AX0,,,,,1.000,,
6AV6 381 1KA000AX5,,,,,1.000,,
6AV6 381 2AB075AK4,,,,,1.000,,
6AV6 647 0AH113AX0,,,,,2.000,,
6ED1 057 1AA000BA0,,,,,2.000,,
6ED1 057 1AA010BA0,,,,,1.000,,
6EP0 133 1AA000AA1,,,,,4.000,,
6EP1 323 2BA00,,,,,2.000,,
6EP1 333 1LB00,,,,,1.000,,
6EP1 333 1LD00,,,,,7.000,,
6EP1 333 2AA01,,,,,1.000,,
6EP1 333 2BA20,,,,,4.000,,
6EP1 334 1LB00,,,,,1.000,,
6EP1 334 1LD00,,,,,7.000,,
6EP1 334 3BA10,,,,,4.000,,
6EP1 436 2BA10,,,,,2.000,,
6EP3 337 8SB000AY0,,,,,1.000,,
6ES7 131 4BB010AB0,,,,,6.000,,
6ES7 131 4BD010AA0,,,,,2.000,,
6ES7 131 4BD010AB0,,,,,8.000,,
6ES7 131 4BF500AA0,,,,,1.000,,
6ES7 131 6BF000CA0,,,,,10.000,,
6ES7 132 4BD020AA0,,,,,13.000,,
6ES7 132 4BD320AA0,,,,,3.000,,
6ES7 132 4BF000AA0,,,,,10.000,,
6ES7 132 4BF500AA0,,,,,4.000,,
6ES7 132 6BF000CA0,,,,,5.000,,
6ES7 132 6BF010AA0,,,,,2.000,,
6ES7 132 6BH012BA0,,,,,5.000,,
6ES7 134 4FB010AB0,,,,,9.000,,
6ES7 134 4FB520AB0,,,,,7.000,,
6ES7 134 4GB010AB0,,,,,2.000,,
6ES7 134 4GB520AB0,,,,,1.000,,
6ES7 134 4GD000AB0,,,,,14.000,,
6ES7 134 4JB510AB0,,,,,1.000,,
6ES7 134 4MB020AB0,,,,,1.000,,
6ES7 134 6FB000BA1,,,,,8.000,,
6ES7 134 6GD010BA1,,,,,12.000,,
6ES7 134 6GD012BA1,,,,,20.000,,
6ES7 134 6HD010BA1,,,,,13.000,,
6ES7 135 4FB010AB0,,,,,5.000,,
6ES7 135 4FB520AB0,,,,,2.000,,
6ES7 135 4GB010AB0,,,,,5.000,,
6ES7 135 4GB520AB0,,,,,6.000,,
6ES7 135 4MB020AB0,,,,,1.000,,
6ES7 135 6HB000DA1,,,,,5.000,,
6ES7 136 6BA000CA0,,,,,3.000,,
6ES7 136 6DB000CA0,,,,,4.000,,
6ES7 137 6AA000BA0,,,,,7.000,,
6ES7 138 4CA010AA0,,,,,46.000,,
6ES7 138 4CF030AB0,,,,,4.000,,
6ES7 138 4DF010AB0,,,,,1.000,,
6ES7 138 4DF110AB0,,,,,4.000,,
6ES7 138 4FA050AB0,,,,,2.000,,
6ES7 138 4FB040AB0,,,,,1.000,,
6ES7 138 4HA000AB0,,,,,4.000,,
6ES7 151 1BA020AB0,,,,,1.000,,
6ES7 151 1CA001BL0,,,,,1.000,,
6ES7 151 3AA230AB0,,,,,2.000,,
6ES7 151 3BA230AB0,,,,,2.000,,
6ES7 151 7AA210AB0,,,,,3.000,,
6ES7 151 8AB010AB0,,,,,3.000,,
6ES7 155 6AA010BN0,,,,,9.000,,
6ES7 155 6AR000AN0,,,,,7.000,,
6ES7 193 4CA400AA0,,,,,13.000,,
6ES7 193 4CA500AA0,,,,,4.000,,
6ES7 193 4CB200AA0,,,,,5.000,,
6ES7 193 4CC200AA0,,,,,14.000,,
6ES7 193 4CC201AA0,,,,,7.000,,
6ES7 193 4CC300AA0,,,,,5.000,,
6ES7 193 6AR000AA0,,,,,1.000,,
6ES7 193 6BP000DA0,,,,,2.000,,
6ES7 193 6BP000DA1,,,,,8.000,,
6ES7 193 6BP002DA0,,,,,10.000,,
6ES7 211 1BD300XB0,,,,,2.000,,
6ES7 212 1AB230XB8,,,,,1.000,,
6ES7 214 1AG400XB0,,,,,4.000,,
6ES7 214 1BG400XB0,,,,,2.000,,
6ES7 214 2AD230XB8,,,,,1.000,,
6ES7 221 1BF320XB0,,,,,5.000,,
6ES7 221 1BH220XA8,,,,,2.000,,
6ES7 221 1BH300XB0,,,,,1.000,,
6ES7 221 1BH320XB0,,,,,1.000,,
6ES7 222 1BF220XA8,,,,,2.000,,
6ES7 223 0BD300XB0,,,,,2.000,,
6ES7 223 1BH320XB0,,,,,19.000,,
6ES7 223 1BL320XB0,,,,,17.000,,
6ES7 231 4HA300XB0,,,,,8.000,,
6ES7 231 4HD320XB0,,,,,20.000,,
6ES7 231 4HF320XB0,,,,,22.000,,
6ES7 231 5ND320XB0,,,,,4.000,,
6ES7 231 5PA300XB0,,,,,9.000,,
6ES7 231 5PD320XB0,,,,,1.000,,
6ES7 231 5QD320XB0,,,,,1.000,,
6ES7 232 4HB320XB0,,,,,1.000,,
6ES7 238 5XA320XB0,,,,,2.000,,
6ES7 241 1AA220XA0,,,,,1.000,,
6ES7 241 1AH320XB0,,,,,1.000,,
6ES7 241 1CH301XB0,,,,,18.000,,
6ES7 241 1CH320XB0,,,,,12.000,,
6ES7 288 2DR160AA0,,,,,1.000,,
6ES7 288 3AR020AA0,,,,,1.000,,
6ES7 313 6CG040AB0,,,,,2.000,,
6ES7 314 1AG140AB0,,,,,2.000,,
6ES7 315 2AH140AB0,,,,,1.000,,
6ES7 317 2AK140AB0,,,,,1.000,,
6ES7 321 1BH500AA0,,,,,1.000,,
6ES7 321 1BL000AA0,,,,,4.000,,
6ES7 322 1BF010AA0,,,,,1.000,,
6ES7 322 1BH010AA0,,,,,3.000,,
6ES7 322 1BH100AA0,,,,,3.000,,
6ES7 322 1BL000AA0,,,,,3.000,,
6ES7 323 1BH010AA0,,,,,3.000,,
6ES7 323 1BL000AA0,,,,,3.000,,
6ES7 331 1KF020AB0,,,,,5.000,,
6ES7 331 7KF020AB0,,,,,4.000,,
6ES7 331 7NF000AB0,,,,,2.000,,
6ES7 332 5HB010AB0,,,,,4.000,,
6ES7 332 5HD010AB0,,,,,2.000,,
6ES7 334 0CE010AA0,,,,,6.000,,
6ES7 340 1AH020AE0,,,,,2.000,,
6ES7 355 0VH100AE0,,,,,1.000,,
6ES7 361 3CA010AA0,,,,,1.000,,
6ES7 365 0BA010AA0,,,,,3.000,,
6ES7 390 1AB600AA0,,,,,2.000,,
6ES7 390 1AE800AA0,,,,,3.000,,
6ES7 392 1AJ000AA0,,,,,19.000,,
6ES7 392 1AM000AA0,,,,,18.000,,
6ES7 400 1JA010AA0,,,,,1.000,,
6ES7 407 0KA020AA0,,,,,1.000,,
6ES7 414 2XL070AB0,,,,,1.000,,
6ES7 421 1BL010AA0,,,,,2.000,,
6ES7 422 1BH110AA0,,,,,1.000,,
6ES7 422 1BL000AA0,,,,,2.000,,
6ES7 492 1AL000AA0,,,,,2.000,,
6ES7 511 1CK010AB0,,,,,1.000,,
6ES7 513 1AL020AB0,,,,,3.000,,
6ES7 521 1BL000AB0,,,,,1.000,,
6ES7 590 1AB600AA0,,,,,1.000,,
6ES7 590 1AE800AA0,,,,,5.000,,
6ES7 822 1AA060YA5,,,,,1.000,,
6ES7 822 1AE060YA5,,,,,1.000,,
6ES7 952 0KH000AA0,,,,,1.000,,
6ES7 952 1KT000AA0,,,,,1.000,,
6ES7 953 8LG310AA0,,,,,5.000,,
6ES7 953 8LJ310AA0,,,,,3.000,,
6ES7 953 8LL310AA0,,,,,1.000,,
6ES7 954 8LC030AA0,,,,,3.000,,
6ES7 954 8LE030AA0,,,,,2.000,,
6ES7 954 8LL030AA0,,,,,1.000,,
6ES7 971 0BA00,,,,,14.000,,
6ES7 972 0AA020XA0,,,,,1.000,,
6ES7 972 0BB420XA0,,,,,4.000,,
6ES7 972 0BB520XA0,,,,,6.000,,
6FX20 02 1DC001AB0,,,,,4.000,,
6FX20 02 1DC001AH0,,,,,1.000,,
6FX30 02 2CT101AD0,,,,,2.000,,
6FX50 02 2CF021AF0,,,,,1.000,,
6FX80 02 5CN011BF0,,,,,2.000,,
6FX80 02 5CS011AF0,,,,,1.000,,
6GK1 162 3AA00,,,,,2.000,,
6GK1 571 0BA000AA0,,,,,8.000,,
6GK1 720 0AP01,,,,,1.000,,
6GK1 901 1BB102AA0,,,,,3.000,,
6GK5 008 0BA101AB2,,,,,1.000,,
6GK7 277 1AA100AA0,,,,,1.000,,
6GK7 342 5DA030XE0,,,,,1.000,,
6GK7 443 1EX300XE0,,,,,1.000,,
6RA80 25 6DV620AA0,,,,,1.000,,
6SE6 400 0BE000AA1,,,,,1.000,,
6SE6 400 0BP000AA1,,,,,4.000,,
6SE6 400 1PB000AA0,,,,,1.000,,
6SE6 400 1PC000AA0,,,,,1.000,,
6SE6 420 2UD215AA1,,,,,1.000,,
6SE6 440 2UC311DA1,,,,,1.000,,
6SE6 440 2UD222BA1,,,,,1.000,,
6SE6 440 2UD388FA1,,,,,1.000,,
6SL30 00 0CE236AA0,,,,,1.000,,
6SL30 40 0PA000AA1,,,,,5.000,,
6SL30 40 1MA000AA0,,,,,2.000,,
6SL30 54 0EJ011BA0,,,,,2.000,,
6SL30 55 0AA003AA1,,,,,4.000,,
6SL30 55 0AA003PA1,,,,,3.000,,
6SL30 55 0AA004BA0,,,,,5.000,,
6SL30 55 0AA005AA3,,,,,1.000,,
6SL30 55 0AA005CA2,,,,,1.000,,
6SL30 55 0AA005EA3,,,,,2.000,,
6SL30 60 4AA500AA0,,,,,1.000,,
6SL30 60 4AF100AA0,,,,,1.000,,
6SL30 60 4AW000AA0,,,,,3.000,,
6SL31 20 2TE130AD0,,,,,1.000,,
6SL31 30 7TE312AA3,,,,,1.000,,
6SL31 62 2BM010AA0,,,,,1.000,,
6SL31 62 2MA000AC0,,,,,18.000,,
6SL32 10 1PE132UL1,,,,,6.000,,
6SL32 10 1PE161UL1,,,,,3.000,,
6SL32 10 1PE180UL1,,,,,2.000,,
6SL32 10 1PE211UL0,,,,,16.000,,
6SL32 10 1PE214UL0,,,,,1.000,,
6SL32 10 1PE218UL0,,,,,2.000,,
6SL32 10 1PE233UL0,,,,,1.000,,
6SL32 10 1PE238UL0,,,,,2.000,,
6SL32 10 1PE260UL0,,,,,1.000,,
6SL32 10 1PE318UL0,,,,,4.000,,
6SL32 10 1PE321UL0,,,,,1.000,,
6SL32 10 1SE232UA0,,,,,1.000,,
6SL32 10 5BE215UV0,,,,,1.000,,
6SL32 10 5FE108UA0,,,,,1.000,,
6SL32 20 2YE300UF0,,,,,3.000,,
6SL32 20 2YE340UF0,,,,,2.000,,
6SL32 43 0BB301HA3,,,,,1.000,,
6SL32 44 0BB121BA1,,,,,3.000,,
6SL32 44 0BB121FA0,,,,,29.000,,
6SL32 44 0BB121PA1,,,,,7.000,,
6SL32 46 0BA221BA0,,,,,15.000,,
6SL32 55 0AA002AA1,,,,,1.000,,
6SL32 55 0AA002CA0,,,,,1.000,,
6SL32 55 0AA004CA1,,,,,4.000,,
6SL32 55 0AA004JA2,,,,,1.000,,
6SL32 55 0AA005AA0,,,,,1.000,,
6SL32 60 4NA001VA5,,,,,1.000,,
6SX70 10 0FF05,,,,,1.000,,
6XV1 830 0EH10,,,,,130.000,,
6XV1 840 2AH10,,,,,"3,460.000",,
7MH49 60 2AK01,,,,,1.000,,
A5E00842112,,,,,2.000,,
R200-000-000-01642,,,,,1.000,,
R200-B11-000-00828,,,,,2.000,,
R200-B11-000-00900,,,,,1.000,,
R200-B11-000-01688,,,,,2.000,,
.1F/5.5V,,,,,1.000,,
1 PULE/16,,,,,3.000,,
1F,,,,,3.000,,
1FK6 080 6AF711TH0,,,,,1.000,,
1FK6 083 6AF711AG0,,,,,1.000,,
1FK6 083 6AF711AH0,,,,,1.000,,
1FK6 083 6AF711EG0,,,,,1.000,,
1FK6 083 6AF711EH0,,,,,1.000,,
1FK60 80 6AF711AB0,,,,,1.000,,
1FK7 042 5AF711FA3,,,,,4.000,,
1FK7 042 5AF711FG5,,,,,1.000,,
1FK7 042 5AF711FH2,,,,,1.000,,
1FK7 044 7AF711FB2,,,,,2.000,,
1FK7 060 2AF711AB0,,,,,1.000,,
1FK7 060 5AF711AA0,,,,,1.000,,
1FK7 060 5AF711EG0,,,,,1.000,,
1FK7 060 5AF711EH0,,,,,2.000,,
1FK7 060 5AF711GG0,,,,,1.000,,
1FK7 063 5AF711AG5,,,,,1.000,,
1FK7 063 5AF711EA2,,,,,1.000,,
1FK7 063 5AF711EB2,,,,,1.000,,
1FK7 063 5AF711EG2,,,,,1.000,,
1FK7 063 5AF711GG0,,,,,1.000,,
1FK7 063 5AF711GH0,,,,,1.000,,
1FK7 083 5AF711AA0,,,,,1.000,,
1FK7 083 5AF711GH0,,,,,1.000,,
1FK7 101 5AF711EG5,,,,,1.000,,
1FK7 105 5AF711AG5,,,,,1.000,,
1FK70 22 5AK711DA0,,,,,2.000,,
1FT5 071 0AF711 Z,,,,,2.000,,
1FT5 072 1AF711FG0,,,,,3.000,,
1FT6 044 1AF713AG1,,,,,2.000,,
1FT6 044 1AF714EH1,,,,,1.000,,
1FT6 062 6AH713AA1,,,,,1.000,,
1FT6 064 1AF714AH1,,,,,1.000,,
1FT6 064 1AF714EG1,,,,,1.000,,
1FT6 082 1AF711AG1,,,,,1.000,,
1FT6 082 8AC711AGO,,,,,3.000,,
1FT6 082 8AH711AG1,,,,,2.000,,
1FT6 084 1AF711AG1,,,,,1.000,,
1FT6 084 1AF711EG1,,,,,2.000,,
1FT6 084 1AF711EH1,,,,,1.000,,
1FT6 084 1AF714AG1,,,,,1.000,,
1FT6 084 8AF713EA0,,,,,1.000,,
1FT6 084 8AH713AG1,,,,,5.000,,
1FT6 086 8AH711AG1,,,,,1.000,,
1PH6 103 4NF40-Z,,,,,1.000,,
1PH7 107 2NG220CJ0,,,,,1.000,,
3VU13 40 1MP00,,,,,1.000,,
5SL6 206 7RC,,,,,2.000,,
6AV6 647 0AA113AX0,,,,,1.000,,
6EP1 337 3BA00,,,,,1.000,,
6EP1 436 3BA00,,,,,1.000,,
6ES5 102 8MA02,,,,,1.000,,
6ES5 103 8MA03,,,,,1.000,,
6ES5 306 7LA11,,,,,1.000,,
6ES5 430 7LA12,,,,,1.000,,
6ES5 451 7LA11,,,,,2.000,,
6ES5 470 7LB12,,,,,1.000,,
6ES5 530 7LA12,,,,,2.000,,
6ES5 700 0LB11,,,,,1.000,,
6ES5 941 7UA13,,,,,1.000,,
6ES5 941 7UB11,,,,,1.000,,
6ES5 943 7UA11,,,,,3.000,,
6ES5 944 7UA12,,,,,1.000,,
6ES7 131 4BD010AA0,,,,,1.000,,
6ES7 132 4BD020AA0,,,,,3.000,,
6ES7 133 0BH100XB0,,,,,1.000,,
6ES7 142 1BF300XA0,,,,,1.000,,
6ES7 194 4BC000AA0,,,,,1.000,,
6ES7 235 0KD220XA8,,,,,1.000,,
6ES7 241 1CH320XB0,,,,,1.000,,
6ES7 321 1BH020AA0,,,,,2.000,,
6ES7 321 1BL000AA0,,,,,2.000,,
6ES7 322 1BH010AA0,,,,,1.000,,
6ES7 322 1BL000AA0,,,,,1.000,,
6ES7 322 1HF010AA0,,,,,5.000,,
6ES7 331 7SF000AB0,,,,,1.000,,
6ES7 354 1AH010AE0,,,,,1.000,,
6ES7 361 3CA010AA0,,,,,2.000,,
6ES7 392 1BJ000AA0,,,,,1.000,,
6ES7 407 0KR020AA0,,,,,1.000,,
6ES7 953 8LJ200AA0,,,,,1.000,,
6ES7 972 0BA400XA0,,,,,1.000,,
6ES7 972 0BB410XA0,,,,,1.000,,
6ES70 90 0XP873CR0,,,,,5.000,,
6EV3 055 0BC,,,,,1.000,,
6FC5 100 0AA010AA1,,,,,1.000,,
6FC5 103 0AB010AA2,,,,,3.000,,
6FC5 103 0AC120AA1,,,,,3.000,,
6FC5 114 0AA011AA0,,,,,1.000,,
6FC5 203 0AD100AA0,,,,,2.000,,
6FC5 203 0AF020AA1,,,,,1.000,,
6FC5 203 0AF200AA1,,,,,2.000,,
6FC5 210 0DF000AA2,,,,,1.000,,
6FC5 247 0AA000AA2,,,,,1.000,,
6FC5 247 0AA000AA3,,,,,1.000,,
6FC5 303 0DT121AA0,,,,,1.000,,
6FC5 357 0BB250AA0,,,,,1.000,,
6FC5 410 0AY010AA0,,,,,1.000,,
6FC5 411 0AA000AA0,,,,,3.000,,
6FC5 447 0AA000AA1,,,,,2.000,,
6FC5 447 0AA010AA0,,,,,1.000,,
6FC5 610 0BA100AA0,,,,,1.000,,
6FC5 610 0BA100AA1,,,,,1.000,,
6FC5 611 0CA010AA0,,,,,1.000,,
6FC5 611 0CA010AA1,,,,,1.000,,
6FC9 348 7AT,,,,,6.000,,
6FC9 348 7HX,,,,,1.000,,
6FX20 01 5JE205DA0,,,,,1.000,,
6FX50 02 2CA311AF0,,,,,1.000,,
6FX50 02 2CA311BA0,,,,,2.000,,
6FX50 02 2CF021AF0,,,,,1.000,,
6FX50 02 2CF021BA0,,,,,1.000,,
6FX50 02 5CA011BA0,,,,,2.000,,
6RA70 13 6DV620,,,,,1.000,,
6SE70 18 0EP60 Z,,,,,1.000,,
6SE70 21 6ES872DC0,,,,,2.000,,
6SL30 00 0BE216AA0,,,,,1.000,,
6SL30 00 0DE236AA0,,,,,1.000,,
6SL30 54 0EF011BA0,,,,,1.000,,
6SL31 20 1TE130AA3,,,,,1.000,,
6SL31 20 1TE230AB0,,,,,1.000,,
6SL31 20 2VE210AA0,,,,,1.000,,
6SL31 21 1TE218AA0,,,,,1.000,,
6SL31 30 6AE150AA0,,,,,1.000,,
6SL32 10 5BE255UV0,,,,,1.000,,
6SL32 11 0AB175UA1,,,,,1.000,,
6SL32 24 0BE322UA0,,,,,1.000,,
6SL32 44 0BB121PA1,,,,,1.000,,
6SL32 55 0AA002AA1,,,,,1.000,,
6SL32 55 0AA004CA1,,,,,1.000,,
6SN11 11 0AA000CA0,,,,,2.000,,
6SN11 11 0AA000CA1,,,,,1.000,,
6SN11 12 1AB000BA0,,,,,1.000,,
6SN11 12 1AC010AA1,,,,,1.000,,
6SN11 18 0AA110AA0,,,,,4.000,,
6SN11 18 0AA110AA1,,,,,2.000,,
6SN11 18 0AD110AA0,,,,,1.000,,
6SN11 18 0AE110AA0,,,,,1.000,,
6SN11 18 0DM310AA1,,,,,2.000,,
6SN11 18 0DM310AA2,,,,,3.000,,
6SN11 18 0DM330AA1,,,,,2.000,,
6SN11 18 0DM330AA2,,,,,4.000,,
6SN11 18 0NH110AA1,,,,,2.000,,
6SN11 21 0BA110AA1,,,,,1.000,,
6SN11 21 0BA130AA0,,,,,1.000,,
6SN11 23 1AA000AA0,,,,,2.000,,
6SN11 23 1AA000AA1,,,,,2.000,,
6SN11 23 1AA000GA0,,,,,2.000,,
6SN11 23 1AA000HA0,,,,,2.000,,
6SN11 23 1AA000LA1,,,,,1.000,,
6SN11 23 1AA000LA3,,,,,1.000,,
6SN11 23 1AB000BA1,,,,,1.000,,
6SN11 23 1AB000BA2,,,,,1.000,,
6SN11 23 1AB000CA2,,,,,2.000,,
6SN11 23 1AB000CA3,,,,,2.000,,
6SN11 30 1AA120BA0,,,,,1.000,,
6SN11 45 1AA010AA0,,,,,2.000,,
6SN11 45 1AA010AA2,,,,,1.000,,
6SN11 45 1BA010BA1,,,,,1.000,,
6SN11 45 1BA020CA1,,,,,1.000,,
6SN11 46 1AB000BA1,,,,,2.000,,
6XV1 830 0EH10,,,,,5.000,,
9TTY CABLE,,,,,1.000,,
A5E30947477,,,,,1.000,,
A5E36717812,,,,,1.000,,
A5E41997564,,,,,1.000,,
AT090TN12 V.3,,,,,1.000,,
B614F-2T,,,,,1.000,,
BA104S01-100,,,,,1.000,,
BSM200GB120DLC,,,,,3.000,,
BSM50GD120DN2,,,,,2.000,,
BSM50GX120DN2,,,,,4.000,,
BT 139,,,,,3.000,,
CR1/2AA,,,,,1.000,,
D0011949 77-964-23,,,,,1.000,,
DBI25-16A,,,,,2.000,,
E001-000-000-00966,,,,,8.000,,
E001-000-000-00967,,,,,2.000,,
E001-000-000-00990,,,,,2.000,,
E001-000-000-00996,,,,,2.000,,
E001-000-000-01007,,,,,9.000,,
E001-C25-000-01162,,,,,4.000,,
E001-U03-000-00214,,,,,1.000,,
EQI 1325 005 32,,,,,1.000,,
EQI 1325 020 32,,,,,1.000,,
EQN 1325 049 2048,,,,,2.000,,
EQN 1325.011-2048,,,,,1.000,,
EQN 13250012048,,,,,1.000,,
EQN1325.046-2048,,,,,1.000,,
ERN 1381 001 2048,,,,,1.000,,
ERN 1387,,,,,2.000,,
EWN 5193000901000,,,,,1.000,,
EWN 5193004011000,,,,,6.000,,
EWN 5193004017000,,,,,1.000,,
EWN:5193004021000,,,,,2.000,,
FB20R06W1E3,,,,,1.000,,
FF300R12KE3,,,,,1.000,,
FND-50-24V,,,,,1.000,,
FP25R12KE3,,,,,2.000,,
FP50R12KT3,,,,,1.000,,
FS150R12KT3,,,,,2.000,,
FS225R12KE3,,,,,2.000,,
FS400R12KE3,,,,,1.000,,
FS50R12KE3,,,,,1.000,,
FS75R12KE3,,,,,3.000,,
FWP-50A14FA,,,,,6.000,,
FWP-80A22F,,,,,4.000,,
FZ400R12KE3,,,,,3.000,,
G121I1-L01,,,,,1.000,,
G2RL-2-IN DC24,,,,,26.000,,
IEC 60034-1,,,,,1.000,,
IFS100B12N3E4,,,,,1.000,,
LP150E07 (TL),,,,,1.000,,
LQ057Q3DC03,,,,,3.000,,
LQ150X1LG81,,,,,3.000,,
LQ190E1LW01,,,,,1.000,,
LTA084C271-F,,,,,1.000,,
LTD104C11S,,,,,1.000,,
LTM10C210,,,,,1.000,,
MAX202,,,,,1.000,,
MAX211CWI,,,,,1.000,,
MD7LU10516,,,,,3.000,,
NL8048BC24-09D,,,,,1.000,,
NL8060BC31-42,,,,,1.000,,
PGH5016AM,,,,,1.000,,
QM100DY-2H,,,,,1.000,,
R001-C25-D04-00379,,,,,2.000,,
R003-B04-000-00038,,,,,1.000,,
R003-B04-000-00041,,,,,3.000,,
R100-000-000-00289,,,,,1.000,,
R100-C28-H10-00165,,,,,1.000,,
R200-C12-000-00587,,,,,3.000,,
R200-C12-000-00727,,,,,11.000,,
R200-C12-S11-00307,,,,,1.000,,
R200-F02-000-00956,,,,,3.000,,
R200-F02-000-00964,,,,,52.000,,
R200-F02-000-01005,,,,,1.000,,
R200-F02-000-01013,,,,,2.000,,
R200-R17-000-00320,,,,,1.000,,
R400-C03-000-00073,,,,,1.000,,
R400-C04-P13-00615,,,,,2.000,,
R400-E09-P13-00637,,,,,1.000,,
R900-M10-000-00589,,,,,1.000,,
R900-M10-000-00590,,,,,1.000,,
R960-000-000-00129,,,,,5.000,,
R960-000-000-00168,,,,,7.000,,
R960-000-000-00169,,,,,1.000,,
R960-000-000-00175,,,,,1.000,,
R960-000-000-00176,,,,,1.000,,
R960-000-000-00177,,,,,24.000,,
R960-000-000-00185,,,,,6.000,,
R960-000-000-00194,,,,,5.000,,
R960-E09-000-00101,,,,,1.000,,
R960-F02-000-00105,,,,,1.000,,
R960-M16-F09-00192,,,,,10.000,,
R960-M16-F09-00193,,,,,11.000,,
R960-P24-D11-00114,,,,,1.000,,
R960-T20-000-00138,,,,,6.000,,
SKB 30/16 A1,,,,,2.000,,
SKIIP 11 NAB126V1,,,,,9.000,,
SKIIP 12 NAB 126 V,,,,,1.000,,
SKIIP 13AC126V1,,,,,3.000,,
SKIIP 24AC126V1,,,,,1.000,,
SKIIP 24NAB126V1,,,,,2.000,,
SKIIP 25AC126V1,,,,,1.000,,
SKIIP 36NAB126V1,,,,,1.000,,
SKKD 162/16,,,,,3.000,,
SKKT 106B16 E,,,,,4.000,,
SKKT 19/14 E,,,,,4.000,,
SKKT 26/12,,,,,20.000,,
SKKT 500/16,,,,,2.000,,
SKKT 57B/16E,,,,,1.000,,
SM 680,,,,,10.000,,
SP14Q009,,,,,1.000,,
SX14Q006,,,,,3.000,,
TS4141,,,,,5.000,,
X000-000-000-00007,,,,,1.000,,
X000-S07-H02-00010,,,,,1.000,,
X000-S07-S11-00008,,,,,5.000,,
X000-S07-S11-00017,,,,,1.000,,
X000-S07-S11-00019,,,,,1.000,,
X000-S07-S11-00022,,,,,1.000,,
X6SN11150BA110AA1,,,,,1.000,,
E000-B19-000-00152,,,,,449.000,,
E000-B19-000-00153,,,,,232.000,,
E000-C30-000-00029,,,,,2.000,,
E000-C30-D02-00030,,,,,82.000,,
E000-E15-000-00014,,,,,152.000,,
E000-E15-000-00039,,,,,220.000,,
E000-G01-000-00089,,,,,"1,207.000",,
E000-H07-000-00148,,,,,378.000,,
E000-H07-000-00149,,,,,"1,014.000",,
E000-H07-000-00150,,,,,521.000,,
E001-000-000-00856,,,,,44.480,,
H001-MTW-000-00031,,,,,1.000,,
H001-MTW-000-00055,,,,,1.000,,
H001-MTW-000-00128,,,,,3.000,,
H001-MTW-000-00150,,,,,1.000,,
H001-MTW-000-00164,,,,,1.000,,
H001-MTW-000-00175,,,,,1.000,,
H001-MTW-000-00295,,,,,1.000,,
H001-MTW-000-00298,,,,,1.000,,
H001-MTW-000-00305,,,,,3.000,,
H001-MTW-000-00363,,,,,1.000,,
H001-MTW-000-00370,,,,,2.000,,
H001-MTW-000-00372,,,,,1.000,,
H001-MTW-000-00399,,,,,1.000,,
H001-MTW-000-00429,,,,,1.000,,
H001-MTW-000-00431,,,,,1.000,,
H001-MTW-000-00434,,,,,2.000,,
H001-MTW-000-00439,,,,,1.000,,
H001-MTW-000-00440,,,,,2.000,,
H001-MTW-000-00446,,,,,2.000,,
H001-MTW-000-00448,,,,,2.000,,
H001-MTW-000-00449,,,,,1.000,,
H001-MTW-000-00450,,,,,1.000,,
H001-MTW-000-00451,,,,,2.000,,
H001-MTW-000-00452,,,,,3.000,,
